Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Ax (m/s²), Ay (m/s²), Az (m/s²), Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), Mach Number, Angle of Attack (°)
0.000000,0.000000,0.000000,0.000000,1401.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012301,90.000000
0.001331,0.000000,-0.000000,0.000000,1401.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.012301,90.000000
0.001975,0.000000,-0.000000,-0.000000,1401.000000,0.000000,-0.000000,0.000503,0.000000,-0.000000,0.780880,0.000503,0.780880,0.012301,89.993001
0.002485,0.000001,-0.000000,0.000000,1401.000001,0.000000,0.000000,0.002289,0.000000,0.000000,3.507738,0.002289,3.507738,0.012301,89.968126
0.002994,0.000004,0.000000,-0.000000,1401.000004,0.000000,0.000000,0.005465,0.000000,0.000000,6.234633,0.005465,6.234633,0.012301,89.923913
0.004013,0.000014,-0.000000,-0.000000,1401.000014,0.000000,-0.000000,0.014594,-0.000000,-0.000000,11.688537,0.014594,11.688537,0.012301,89.796810
0.005031,0.000037,0.000000,0.000000,1401.000037,0.000000,0.000000,0.029278,0.000000,0.000000,17.142643,0.029278,17.142643,0.012301,89.592358
0.006050,0.000077,-0.000000,0.000000,1401.000077,-0.000000,-0.000000,0.049519,-0.000000,-0.000000,22.597004,0.049519,22.597004,0.012302,89.310568
0.016237,0.002674,0.000000,0.000000,1401.002674,-0.000000,0.000000,0.557616,0.000000,0.000000,77.166276,0.557616,77.166276,0.012413,82.283210
0.026423,0.013303,0.000000,-0.000000,1401.013303,0.000000,-0.000000,1.621974,0.000000,0.000000,131.817733,1.621974,131.817733,0.013222,68.488183
0.026627,0.013639,-0.000000,-0.000000,1401.013639,0.000000,-0.000000,1.649053,0.000000,0.000000,132.911852,1.649053,132.911852,0.013252,68.162592
0.026831,0.013981,0.000000,0.000000,1401.013981,-0.000000,-0.000000,1.676355,0.000000,-0.000000,134.006005,1.676355,134.006005,0.013282,67.835815
0.027034,0.014328,0.000000,0.000000,1401.014328,0.000000,0.000000,1.703838,0.000000,-0.000000,134.898677,1.703838,134.898677,0.013313,67.508388
0.027238,0.014681,0.000000,0.000000,1401.014681,0.000000,0.000000,1.731302,0.000000,-0.000000,134.800900,1.731302,134.800900,0.013345,67.182738
0.027442,0.015039,0.000000,0.000000,1401.015039,0.000000,0.000000,1.758745,0.000000,-0.000000,134.703118,1.758745,134.703118,0.013377,66.858873
0.027849,0.015767,0.000000,-0.000000,1401.015767,0.000000,-0.000000,1.813593,0.000000,-0.000000,134.507533,1.813593,134.507533,0.013442,66.216288
0.028257,0.016517,0.000000,0.000000,1401.016517,-0.000000,-0.000000,1.868360,0.000000,0.000000,134.311930,1.868360,134.311930,0.013509,65.580913
0.028664,0.017289,-0.000000,0.000000,1401.017289,0.000000,0.000000,1.923048,-0.000000,0.000000,134.116313,1.923048,134.116313,0.013578,64.952783
0.032739,0.026230,0.000000,-0.000000,1401.026230,0.000000,0.000000,2.465541,0.000000,0.000000,132.158997,2.465541,132.158997,0.014340,59.072481
0.036814,0.037366,-0.000000,-0.000000,1401.037366,0.000000,-0.000000,3.000054,-0.000000,-0.000000,130.199217,3.000054,130.199217,0.015223,53.906840
0.040888,0.050663,0.000000,0.000000,1401.050663,0.000000,0.000000,3.526578,0.000000,0.000000,128.237793,3.526578,128.237793,0.016200,49.404153
0.073490,0.229599,-0.000000,-0.000000,1401.229599,-0.000000,0.000000,7.450473,0.000000,0.000000,112.478106,7.450473,112.478106,0.025442,28.913268
0.074910,0.240290,-0.000000,0.000000,1401.240290,0.000000,0.000000,7.610101,0.000000,0.000000,112.379828,7.610101,112.379828,0.025861,28.402140
0.076330,0.251209,0.000000,0.000000,1401.251209,0.000000,-0.000000,7.769824,0.000000,0.000000,112.612436,7.769824,112.612436,0.026282,27.907047
0.077750,0.262354,-0.000000,-0.000000,1401.262354,0.000000,0.000000,7.929877,-0.000000,-0.000000,112.845106,7.929877,112.845106,0.026705,27.426623
0.080589,0.285328,0.000000,0.000000,1401.285328,0.000000,0.000000,8.250975,0.000000,0.000000,113.310638,8.250975,113.310638,0.027561,26.507504
0.083429,0.309215,-0.000000,-0.000000,1401.309215,0.000000,-0.000000,8.573395,0.000000,0.000000,113.776593,8.573395,113.776593,0.028426,25.640485
0.086269,0.334020,0.000000,0.000000,1401.334020,0.000000,0.000000,8.897139,0.000000,0.000000,114.242725,8.897139,114.242725,0.029302,24.821640
0.114665,0.633639,0.000000,0.000000,1401.633639,0.000000,0.000000,12.205667,0.000000,0.000000,118.783705,12.205667,118.783705,0.038503,18.631509
0.116678,0.658454,-0.000000,-0.000000,1401.658454,0.000000,-0.000000,12.444742,0.000000,0.000000,118.711997,12.444742,118.711997,0.039180,18.297633
0.118691,0.683749,0.000000,0.000000,1401.683749,-0.000000,0.000000,12.683673,0.000000,0.000000,118.640234,12.683673,118.640234,0.039859,17.975316
0.120705,0.709525,0.000000,0.000000,1401.709525,-0.000000,-0.000000,12.922459,0.000000,0.000000,118.568432,12.922459,118.568432,0.040539,17.663986
0.124731,0.762520,0.000000,0.000000,1401.762520,0.000000,0.000000,13.399598,-0.000000,0.000000,118.424736,13.399598,118.424736,0.041900,17.072185
0.128758,0.817434,-0.000000,-0.000000,1401.817434,-0.000000,0.000000,13.876158,-0.000000,-0.000000,118.280831,13.876158,118.280831,0.043264,16.518333
0.132784,0.874266,0.000000,-0.000000,1401.874266,0.000000,-0.000000,14.352138,0.000000,0.000000,118.136784,14.352138,118.136784,0.044630,15.998989
0.173050,1.547353,-0.000000,-0.000000,1402.547353,-0.000000,-0.000000,19.079845,0.000000,0.000000,116.686786,19.079845,116.686786,0.058345,12.171104
0.213316,2.409624,-0.000000,0.000000,1403.409624,0.000000,0.000000,23.748832,-0.000000,0.000000,115.220153,23.748832,115.220153,0.072049,9.830462
0.253583,3.458700,-0.000000,-0.000000,1404.458700,0.000000,-0.000000,28.358438,0.000000,0.000000,113.737334,28.358438,113.737334,0.085659,8.256659
0.308392,5.181841,0.000000,-0.000000,1406.181841,0.000000,0.000000,34.536133,0.000000,0.000000,111.693003,34.536133,111.693003,0.103970,6.795033
0.309707,5.227447,0.000000,0.000000,1406.227447,0.000032,0.000101,34.682970,0.024528,0.076687,111.669710,34.682970,111.669739,0.104406,6.766533
0.311021,5.273245,0.000000,0.000000,1406.273245,0.000065,0.000202,34.829742,0.024732,0.077276,111.620257,34.829742,111.620287,0.104842,6.738111
0.313651,5.365228,0.000000,0.000001,1406.365228,0.000131,0.000408,35.123156,0.025389,0.079122,111.521379,35.123156,111.521410,0.105713,6.681645
0.316281,5.457982,0.000001,0.000003,1406.457982,0.000199,0.000620,35.416310,0.026551,0.082310,111.422475,35.416310,111.422509,0.106584,6.625452
0.318911,5.551506,0.000001,0.000004,1406.551506,0.000271,0.000843,35.709203,0.028220,0.086850,111.323479,35.709203,111.323517,0.107454,6.569509
0.342654,6.430725,0.000019,0.000058,1407.430725,0.001311,0.003901,38.348942,0.066768,0.190342,111.154079,38.348942,111.154262,0.115299,6.071143
0.366397,7.372592,0.000077,0.000225,1408.372592,0.003789,0.010806,40.988955,0.149196,0.410655,111.274836,40.988956,111.275694,0.123152,5.574960
0.390141,8.377176,0.000221,0.000630,1409.377176,0.008759,0.024369,43.632401,0.277024,0.751821,111.394760,43.632408,111.397642,0.131023,5.071365
0.413884,9.444559,0.000523,0.001464,1410.444559,0.017311,0.047485,46.278671,0.450911,1.215572,111.512550,46.278699,111.520087,0.138909,4.554278
0.428654,10.140285,0.000836,0.002317,1411.140285,0.024941,0.068025,47.926293,0.582194,1.565566,111.584087,47.926347,111.596588,0.143822,4.224195
0.443425,10.860355,0.001276,0.003514,1411.860355,0.034639,0.094077,49.574956,0.730823,1.961713,111.653646,49.575058,111.673269,0.148741,3.887125
0.458195,11.604784,0.001876,0.005142,1412.604784,0.046656,0.126310,51.224629,0.896232,2.402498,111.720707,51.224806,111.750130,0.153666,3.543072
0.472552,12.351747,0.002647,0.007227,1413.351747,0.060789,0.164174,52.829079,1.072390,2.871853,111.782891,52.829369,111.824918,0.158458,3.202286
0.486910,13.121752,0.003640,0.009907,1414.121752,0.077553,0.209050,54.434396,1.262798,3.379104,111.841553,54.434853,111.899714,0.163254,2.855913
0.498383,13.753671,0.004619,0.012542,1414.753671,0.092970,0.250292,55.717868,1.424468,3.809745,111.885553,55.718508,111.959458,0.167091,2.575688
0.509857,14.400318,0.005785,0.015679,1415.400318,0.110285,0.296592,57.001829,1.593840,4.260857,111.926666,57.002707,112.019078,0.170931,2.293166
0.521330,15.061700,0.007161,0.019378,1416.061700,0.129584,0.348174,58.286243,1.770158,4.730424,111.964696,58.287427,112.078560,0.174774,2.009131
0.539510,16.139800,0.009823,0.026526,1417.139800,0.164383,0.441143,60.322172,2.061728,5.506841,112.018169,60.324009,112.172395,0.180868,1.557933
0.557689,17.254921,0.013169,0.035500,1418.254921,0.204599,0.548537,62.358991,2.364552,6.313109,112.062817,62.361739,112.265406,0.186968,1.109579
0.575868,18.407076,0.017296,0.046560,1419.407076,0.250388,0.670768,64.396540,2.674192,7.137406,112.098599,64.400521,112.357420,0.193075,0.668883
0.594047,19.596277,0.022307,0.059979,1420.596277,0.301832,0.808049,66.434662,2.985720,7.966603,112.125820,66.440262,112.448125,0.199187,0.241431
0.609406,20.629867,0.027305,0.073357,1421.629867,0.349694,0.935744,68.156932,3.246397,8.660346,112.142939,68.164252,112.523684,0.204355,0.105126
0.624765,21.689911,0.033069,0.088777,1422.689911,0.401519,1.073983,69.879428,3.501171,9.338278,112.155490,69.888834,112.598026,0.209527,0.433827
0.640124,22.776413,0.039658,0.106400,1423.776413,0.457189,1.222453,71.602090,3.746470,9.990885,112.164843,71.613984,112.671229,0.214701,0.741020
0.655483,23.889373,0.047131,0.126378,1424.889373,0.516531,1.380691,73.324882,3.978758,10.608758,112.172538,73.339699,112.743313,0.219879,1.022664
0.678446,25.602712,0.060067,0.160949,1426.602712,0.611566,1.634060,75.900857,4.294271,11.447755,112.184678,75.920908,112.848987,0.227625,1.387860
0.695290,26.897091,0.070985,0.190117,1427.897091,0.685612,1.831442,77.790593,4.495748,11.983294,112.197446,77.815169,112.925099,0.233311,1.606914
0.712134,28.223302,0.083178,0.222683,1429.223302,0.762809,2.037196,79.680593,4.667360,12.439226,112.216508,79.710281,113.000280,0.239001,1.779920
0.725128,29.268174,0.093486,0.250211,1430.268174,0.824187,2.200770,81.138906,4.777089,12.730563,112.237094,81.172931,113.057742,0.243392,1.879652
0.738122,30.331998,0.104601,0.279887,1431.331998,0.886857,2.367774,82.597524,4.865551,12.965235,112.263900,82.636214,113.114783,0.247785,1.948651
0.751117,31.414778,0.116537,0.311752,1432.414778,0.950534,2.537446,84.056535,4.931676,13.140403,112.297832,84.100197,113.171528,0.252181,1.986085
0.764111,32.516520,0.129305,0.345835,1433.516520,1.014921,2.708999,85.516036,4.974694,13.254024,112.339563,85.564953,113.228063,0.256579,1.991547
0.779387,33.836011,0.145391,0.388767,1434.836011,1.091115,2.911994,87.232624,4.995105,13.307270,112.398997,87.288034,113.294170,0.261752,1.957127
0.794664,35.181733,0.162642,0.434805,1436.181733,1.167375,3.115145,88.950204,4.982870,13.273589,112.469889,89.012391,113.360015,0.266929,1.879488
0.809940,36.553701,0.181056,0.483940,1437.553701,1.243202,3.317129,90.668952,4.938766,13.155065,112.551715,90.738127,113.425463,0.272109,1.760743
0.825217,37.951936,0.200622,0.536142,1438.951936,1.318120,3.516677,92.389028,4.864382,12.955945,112.643555,92.465328,113.490480,0.277294,1.604047
0.840493,39.376458,0.221322,0.591367,1440.376458,1.391685,3.712604,94.110573,4.762072,12.682513,112.743648,94.194056,113.554629,0.282481,1.413560
0.864506,41.668842,0.256095,0.684125,1442.668842,1.503641,4.010754,96.819877,4.552769,12.123737,112.913300,96.914580,113.653535,0.290644,1.058544
0.888519,44.026333,0.293491,0.783870,1445.026333,1.610006,4.293980,99.533359,4.298611,11.445724,113.090273,99.638948,113.749253,0.298816,0.657508
0.906589,45.843397,0.323276,0.863303,1446.843397,1.685818,4.495835,101.578130,4.089828,10.888998,113.222940,101.691548,113.818853,0.304971,0.342804
0.924659,47.697433,0.354396,0.946293,1448.697433,1.757798,4.687470,103.625269,3.876588,10.320549,113.351616,103.746126,113.886481,0.311131,0.031407
0.942730,49.588481,0.386782,1.032653,1450.588481,1.825957,4.868923,105.674679,3.668961,9.767191,113.473663,105.802544,113.952321,0.317295,0.261741
0.957502,51.161933,0.414150,1.105629,1452.161933,1.878968,5.010043,107.351657,3.510501,9.344946,113.567364,107.484926,114.005254,0.322337,0.479709
0.972274,52.760168,0.442285,1.180646,1453.760168,1.929749,5.145217,109.029976,3.367789,8.964725,113.655119,109.168369,114.057855,0.327382,0.670612
0.987047,54.383205,0.471155,1.257619,1455.383205,1.978566,5.275163,110.709544,3.245562,8.639125,113.736694,110.852809,114.110489,0.332429,0.828639
1.001819,56.031062,0.500734,1.336479,1457.031062,2.025755,5.400769,112.390272,3.147953,8.379143,113.812141,112.538195,114.163581,0.337479,0.949006
1.016592,57.703755,0.531000,1.417168,1458.703755,2.071703,5.523074,114.072071,3.078203,8.193394,113.881745,114.224488,114.217594,0.342532,1.028208
1.036840,60.036898,0.573576,1.530671,1461.036898,2.133458,5.687449,116.378899,3.031754,8.069732,113.968043,116.537320,114.293600,0.349462,1.066462
1.057089,62.416768,0.617396,1.647487,1463.416768,2.194869,5.850910,118.687366,3.043989,8.102345,114.043790,118.851763,114.371762,0.356397,1.023477
1.077337,64.843395,0.662466,1.767628,1465.843395,2.257112,6.016585,120.997258,3.112660,8.285198,114.108662,121.167777,114.451387,0.363337,0.905174
1.093330,66.793122,0.698966,1.864921,1467.793122,2.307575,6.150905,122.822576,3.202393,8.524082,114.152166,122.998145,114.514769,0.368823,0.766259
1.109323,68.772047,0.736286,1.964396,1469.772047,2.359685,6.289613,124.648535,3.317960,8.831679,114.188815,124.829422,114.577890,0.374313,0.595990
1.125317,70.780179,0.774454,2.066132,1471.780179,2.413808,6.433675,126.475026,3.452859,9.190670,114.218747,126.661561,114.639926,0.379806,0.404181
1.141310,72.817526,0.813507,2.170218,1473.817526,2.470193,6.583757,128.301947,3.599540,9.580931,114.242723,128.494503,114.700264,0.385302,0.201861
1.157303,74.884094,0.853480,2.276756,1475.884094,2.528964,6.740186,130.129214,3.749667,9.980261,114.262256,130.328193,114.758567,0.390801,0.000000
1.173296,76.979888,0.894412,2.385846,1477.979888,2.590108,6.902926,131.956771,3.894813,10.366224,114.279624,132.162584,114.814897,0.396304,0.187212
1.189289,79.104913,0.936340,2.497587,1480.104913,2.653478,7.071585,133.784605,4.026864,10.717213,114.297333,133.997645,114.869294,0.401809,0.351772
1.205283,81.259174,0.979297,2.612068,1482.259174,2.718806,7.245448,135.612744,4.138570,11.013941,114.318340,135.833372,114.922224,0.407318,0.483315
1.221276,83.442675,1.023313,2.729365,1484.442675,2.785718,7.423514,137.441261,4.224021,11.240687,114.344903,137.669782,114.973702,0.412829,0.574694
1.241519,86.248432,1.080577,2.881962,1487.248432,2.871967,7.653025,139.756461,4.288171,11.410430,114.390068,139.995304,115.037707,0.419808,0.626039
1.261763,89.101067,1.139597,3.039231,1490.101067,2.958988,7.884569,142.072720,4.299999,11.440823,114.449979,142.322099,115.100739,0.426793,0.603960
1.282007,92.000605,1.200378,3.201185,1493.000605,3.045731,8.115351,144.390338,4.261657,11.337651,114.523859,144.650285,115.162574,0.433781,0.514644
1.297898,94.309539,1.249313,3.331569,1495.309539,3.113005,8.294318,146.210720,4.201370,11.176323,114.589282,146.478876,115.209658,0.439271,0.406298
1.313788,96.647408,1.299308,3.464775,1497.647408,3.179150,8.470266,148.032181,4.120910,10.961346,114.658933,148.308392,115.255385,0.444763,0.274459
1.329679,99.014231,1.350343,3.600748,1500.014231,3.243903,8.642499,149.854765,4.027652,10.712375,114.730173,150.138823,115.299565,0.450257,0.130187
1.345570,101.410025,1.402396,3.739425,1502.410025,3.307128,8.810651,151.678476,3.929883,10.451480,114.800447,151.970144,115.342187,0.455755,0.012868
1.361461,103.834807,1.455441,3.880742,1504.834807,3.368819,8.974712,153.503281,3.836092,10.201268,114.867693,153.802314,115.383571,0.461255,0.147523
1.377351,106.288596,1.509455,4.024635,1507.288596,3.429106,9.135025,155.329120,3.754327,9.983161,114.930191,155.635288,115.424033,0.466758,0.259035
1.399429,109.745963,1.586070,4.228731,1510.745963,3.511001,9.352813,157.867420,3.672322,9.767176,115.007474,158.183199,115.479880,0.474407,0.361863
1.417700,112.649463,1.650828,4.401234,1513.649463,3.577758,9.530353,159.969166,3.641805,9.684724,115.062203,160.292739,115.526478,0.480740,0.392803
1.435970,115.591373,1.716802,4.576972,1516.591373,3.644287,9.707266,162.071831,3.647258,9.697453,115.108079,162.403172,115.573410,0.487077,0.373594
1.451087,118.054466,1.772308,4.724821,1519.054466,3.699629,9.854391,163.812244,3.678560,9.777838,115.162208,164.150076,115.635082,0.492322,0.323531
1.466203,120.543874,1.828655,4.874905,1521.543874,3.755605,10.003142,165.553451,3.730509,9.910882,115.215697,165.897898,115.701336,0.497571,0.248750
1.481319,123.059609,1.885855,5.027255,1524.059609,3.812492,10.154222,167.295473,3.798132,10.082896,115.264133,167.646708,115.766623,0.502824,0.157193
1.496436,125.601683,1.943923,5.181909,1526.601683,3.870482,10.308096,169.038220,3.875207,10.277337,115.308581,169.396450,115.830521,0.508080,0.058179
1.511552,128.170106,2.002876,5.338912,1529.170106,3.929666,10.464965,170.781598,3.954836,10.476056,115.350633,171.147047,115.892868,0.513339,0.038976
1.526669,130.764887,2.062733,5.498309,1531.764887,3.990029,10.624754,172.525582,4.030096,10.660939,115.392019,172.898474,115.953505,0.518601,0.124236
1.543969,133.766962,2.132370,5.683729,1534.766962,4.060411,10.810779,174.522339,4.102892,10.834949,115.441059,174.903993,116.020981,0.524628,0.197896
1.561270,136.803590,2.203235,5.872391,1537.803590,4.131878,10.999339,176.519992,4.154482,10.951289,115.494256,176.910614,116.086664,0.530658,0.238281
1.578570,139.874787,2.275343,6.064329,1540.874787,4.204021,11.189334,178.518623,4.180634,10.999894,115.553116,178.918343,116.150755,0.536693,0.242095
1.595871,142.980571,2.348701,6.259558,1543.980571,4.276388,11.379570,180.518319,4.180727,10.980281,115.617654,180.927183,116.213110,0.542732,0.211256
1.613172,146.120960,2.423310,6.458072,1547.120960,4.348550,11.568932,182.519169,4.157844,10.901591,115.686759,182.937140,116.273637,0.548774,0.152540
1.630472,149.295976,2.499163,6.659849,1550.295976,4.420159,11.756538,184.521241,4.118242,10.781047,115.758436,184.948215,116.332311,0.554821,0.076447
1.647773,152.505640,2.576249,6.864851,1553.505640,4.490997,11.941854,186.524558,4.070353,10.641239,115.830005,186.960391,116.388977,0.560871,0.000000
1.665074,155.749974,2.654553,7.073039,1556.749974,4.561001,12.124759,188.529097,4.023506,10.506733,115.899052,188.973630,116.443850,0.566925,0.076102
1.682374,159.028997,2.734062,7.284372,1560.028997,4.630266,12.305545,190.534794,3.986388,10.399994,115.963731,190.987889,116.497374,0.572982,0.129601
1.701475,162.689459,2.823227,7.521305,1563.689459,4.706158,12.503450,192.750385,3.964699,10.334550,116.028286,193.212823,116.555072,0.579674,0.157895
1.717057,165.707052,2.897041,7.717392,1566.707052,4.767916,12.664383,194.558750,3.965185,10.329424,116.075027,195.028785,116.601165,0.585136,0.155045
1.732640,168.752830,2.971819,7.915988,1569.752830,4.829814,12.825578,196.367801,3.982003,10.366892,116.116297,196.845462,116.646146,0.590601,0.130959
1.748222,171.826802,3.047563,8.117102,1572.826802,4.892087,12.987651,198.177456,4.012735,10.439975,116.152586,198.662819,116.689838,0.596068,0.090607
1.763804,174.928977,3.124282,8.320751,1575.928977,4.954921,13.151067,199.987640,4.053103,10.536972,116.184449,200.480817,116.731665,0.601539,0.040968
1.779387,178.059362,3.201985,8.526959,1579.059362,5.018425,13.316088,201.798296,4.097621,10.643237,116.213289,202.299419,116.771562,0.607011,0.008468
1.794969,181.217965,3.280683,8.735751,1582.217965,5.082617,13.482738,203.609386,4.140478,10.743513,116.240486,204.118591,116.809319,0.612486,0.053367
1.810551,184.404793,3.360386,8.947152,1585.404793,5.147430,13.650815,205.420895,4.176410,10.824230,116.267393,205.938303,116.844825,0.617964,0.084524
1.826134,187.619851,3.441104,9.161181,1588.619851,5.212722,13.819931,207.232829,4.201498,10.875561,116.295196,207.758534,116.878154,0.623443,0.098762
1.841716,190.863147,3.522841,9.377849,1591.863147,5.278305,13.989582,209.045207,4.213785,10.892940,116.324426,209.579263,116.909299,0.628925,0.095160
1.857298,194.134688,3.605601,9.597162,1595.134688,5.343980,14.159240,210.858053,4.213497,10.877550,116.354987,211.400474,116.938265,0.634409,0.075760
1.872881,197.434480,3.689384,9.819116,1598.434480,5.409564,14.328441,212.671379,4.202918,10.835901,116.386001,213.222145,116.964877,0.639895,0.045079
1.888463,200.762533,3.774188,10.043700,1601.762533,5.474928,14.496852,214.485186,4.185915,10.778500,116.416265,215.044248,116.989080,0.645383,0.008107
1.904045,204.118852,3.860008,10.270902,1605.118852,5.540006,14.664326,216.299450,4.167241,10.717970,116.444494,216.866747,117.010944,0.650872,0.023113
1.919628,207.503445,3.946839,10.500706,1608.503445,5.604811,14.830912,218.114130,4.151606,10.666576,116.469490,218.689605,117.030567,0.656363,0.049604
1.935210,210.916319,4.034679,10.733099,1611.916319,5.669421,14.996834,219.929168,4.142856,10.634118,116.490356,220.512780,117.048070,0.661856,0.064006
1.950793,214.357477,4.123525,10.968076,1615.357477,5.733965,15.162439,221.744493,4.143283,10.626170,116.506276,222.336227,117.063208,0.667350,0.064913
1.966375,217.826924,4.213377,11.205633,1618.826924,5.798593,15.328120,223.560027,4.153278,10.643275,116.517253,224.159900,117.076041,0.672846,0.053385
1.981957,221.324662,4.304237,11.445774,1622.324662,5.863442,15.494239,225.375693,4.171332,10.681023,116.523096,225.983748,117.085935,0.678343,0.032744
1.997540,224.850693,4.396111,11.688509,1625.850693,5.928618,15.661059,227.191416,4.194441,10.731225,116.524841,227.807719,117.093088,0.683840,0.006838
2.013122,228.405017,4.489003,11.933851,1629.405017,5.994170,15.828693,229.007137,4.218776,10.783704,116.523045,229.631763,117.096995,0.689339,0.013667
2.028704,231.987635,4.582919,12.181810,1632.987635,6.060085,15.997099,230.822810,4.240523,10.828522,116.518728,231.455830,117.097621,0.694839,0.031416
2.048156,236.499572,4.701602,12.495032,1637.499572,6.142778,16.208121,233.089220,4.259536,10.862292,116.510606,233.732799,117.093357,0.701705,0.040040
2.063457,240.079816,4.796094,12.744312,1641.079816,6.208020,16.374401,234.871941,4.266490,10.867665,116.502509,235.523862,117.086052,0.707107,0.035979
2.078759,243.687338,4.891586,12.996136,1644.687338,6.273313,16.540621,236.654527,4.266780,10.855773,116.492635,237.314794,117.075135,0.712509,0.024161
2.094060,247.322134,4.988076,13.250502,1648.322134,6.338570,16.706554,238.436944,4.262224,10.831678,116.480330,239.105547,117.060494,0.717911,0.006901
2.109362,250.984203,5.085564,13.507404,1651.984203,6.403737,16.872070,240.219148,4.255509,10.802574,116.464722,240.896064,117.042028,0.723313,0.004502
2.124663,254.673540,5.184048,13.766835,1655.673540,6.468802,17.037151,242.001083,4.249532,10.776068,116.444895,242.686288,117.019638,0.728715,0.019246
2.139965,258.390141,5.283528,14.028789,1659.390141,6.533798,17.201887,243.782676,4.246741,10.758431,116.419883,244.476151,116.993024,0.734117,0.026308
2.157961,262.796082,5.401797,14.340094,1663.796082,6.610234,17.395419,245.877443,4.249487,10.753832,116.383406,246.580641,116.956403,0.740469,0.025456
2.172440,266.368324,5.497952,14.593088,1667.368324,6.671807,17.551172,247.562302,4.256525,10.762746,116.348129,248.273338,116.922375,0.745579,0.018574
2.186919,269.964958,5.594999,14.848339,1670.964958,6.733509,17.707124,249.246612,4.266832,10.779962,116.307554,249.965510,116.883962,0.750687,0.007721
2.201398,273.585975,5.692941,15.105850,1674.585975,6.795375,17.863360,250.930298,4.278701,10.800888,116.262030,251.657091,116.841029,0.755795,0.000000
2.215876,277.231365,5.791780,15.365626,1678.231365,6.857411,18.019894,252.613289,4.290181,10.820378,116.211538,253.348011,116.793013,0.760902,0.008164
2.230355,280.901117,5.891518,15.627669,1681.901117,6.919601,18.176672,254.295517,4.299558,10.834028,116.156624,255.038198,116.739983,0.766007,0.013839
2.244834,284.595220,5.992157,15.891984,1685.595220,6.981904,18.333587,255.976916,4.305726,10.839092,116.097176,256.727578,116.681530,0.771110,0.014501
2.259313,288.313661,6.093699,16.158571,1689.313661,7.044270,18.490507,257.657422,4.308387,10.834975,116.033025,258.416075,116.617416,0.776211,0.010702
2.273792,292.056428,6.196144,16.427430,1693.056428,7.106651,18.647308,259.336962,4.308055,10.823204,115.963736,260.103607,116.547369,0.781311,0.001580
2.288271,295.823505,6.299493,16.698557,1696.823505,7.169012,18.803900,261.015458,4.305872,10.806890,115.888572,261.790089,116.470986,0.786407,-0.000000
2.302750,299.614877,6.403744,16.971950,1700.614877,7.231337,18.960246,262.692819,4.303289,10.789884,115.806953,263.475426,116.388101,0.791501,0.004735
2.317229,303.430526,6.508897,17.247605,1704.430526,7.293629,19.116362,264.368947,4.301647,10.775659,115.718126,265.159523,116.298339,0.796592,0.009444
2.331708,307.270436,6.614952,17.525518,1708.270436,7.355918,19.272326,266.043962,4.303086,10.769541,115.657580,266.842504,116.237582,0.801680,0.010020
2.347788,311.563432,6.733793,17.836814,1712.563432,7.425160,19.445534,267.903689,4.310136,10.776684,115.667788,268.711087,116.248662,0.807330,0.006630
2.363868,315.886333,6.853749,18.150896,1716.886333,7.494535,19.618912,269.763597,4.319476,10.789671,115.676597,270.579874,116.258978,0.812982,0.000000
2.379949,320.239144,6.974821,18.467767,1721.239144,7.564080,19.792546,271.623858,4.329807,10.805000,115.684381,272.449042,116.268531,0.818636,0.000000
2.396029,324.621869,7.097013,18.787433,1725.621869,7.633788,19.966416,273.484121,4.339002,10.817167,115.672146,274.318240,116.257832,0.824290,-0.000000
2.412109,329.034503,7.220327,19.109896,1730.034503,7.703617,20.140411,275.343703,4.344755,10.820385,115.606115,276.186778,116.192648,0.829944,0.002286
2.428189,333.477032,7.344765,19.435157,1734.477032,7.773518,20.314404,277.202152,4.348443,10.818144,115.539669,278.054195,116.126467,0.835595,0.000000
2.444269,337.949436,7.470327,19.763216,1738.949436,7.843456,20.488304,279.059433,4.350272,10.811172,115.472756,279.920448,116.059311,0.841244,0.000000
2.460350,342.451696,7.597014,20.094069,1743.451696,7.913413,20.662068,280.915667,4.351050,10.801719,115.405212,281.785655,115.991257,0.846890,0.000000
2.476430,346.983796,7.724826,20.427716,1747.983796,7.983385,20.835688,282.770881,4.351927,10.792795,115.336572,283.649839,115.922165,0.852535,-0.000000
2.492510,351.545720,7.853763,20.764153,1752.545720,8.053379,21.009185,284.624996,4.353934,10.786975,115.266749,285.512927,115.852229,0.858176,0.000000
2.508590,356.137449,7.983826,21.103380,1757.137449,8.123413,21.182610,286.477948,4.357458,10.785135,115.195801,287.374856,115.781601,0.863816,0.000000
2.524670,360.758965,8.115016,21.445395,1761.758965,8.193513,21.356030,288.329727,4.362125,10.786203,115.123623,289.235623,115.710064,0.869453,0.000000
2.540751,365.410248,8.247334,21.790199,1766.410248,8.263699,21.529494,290.180342,4.367226,10.788251,115.050251,291.095239,115.637448,0.875087,0.000000
2.556831,370.091280,8.380781,22.137792,1771.091280,8.333972,21.703003,292.029781,4.372169,10.789662,114.975988,292.953696,115.563881,0.880719,0.000000
