Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Ax (m/s²), Ay (m/s²), Az (m/s²), Speed - Velocity Magnitude (m/s), acceleration Magnitude (m/s²), Mach Number, Angle of Attack (°)
0.000000,0.000000,0.000000,0.000000,1401.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012301,90.000000
0.001331,0.000000,0.000000,-0.000000,1401.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.012301,90.000000
0.001975,0.000000,-0.000000,0.000000,1401.000000,-0.000000,0.000000,0.000503,0.000000,0.000000,0.781301,0.000503,0.781301,0.012301,89.992998
0.002484,0.000001,-0.000000,0.000000,1401.000001,-0.000000,0.000000,0.002290,0.000000,-0.000000,3.508159,0.002290,3.508159,0.012301,89.968120
0.002994,0.000004,0.000000,-0.000000,1401.000004,0.000000,0.000000,0.005465,0.000000,0.000000,6.235054,0.005465,6.235054,0.012301,89.923904
0.004012,0.000014,-0.000000,-0.000000,1401.000014,0.000000,-0.000000,0.014595,0.000000,-0.000000,11.688958,0.014595,11.688958,0.012301,89.796795
0.005031,0.000037,0.000000,0.000000,1401.000037,0.000000,0.000000,0.029280,0.000000,0.000000,17.143064,0.029280,17.143064,0.012301,89.592337
0.006050,0.000077,0.000000,-0.000000,1401.000077,-0.000000,-0.000000,0.049521,0.000000,0.000000,22.597425,0.049521,22.597425,0.012302,89.310541
0.016236,0.002674,0.000000,0.000000,1401.002674,-0.000000,0.000000,0.557622,-0.000000,-0.000000,77.166707,0.557622,77.166707,0.012413,82.283125
0.026423,0.013303,0.000000,-0.000000,1401.013303,-0.000000,0.000000,1.621985,0.000000,0.000000,131.818239,1.621985,131.818239,0.013222,68.488050
0.026627,0.013639,0.000000,0.000000,1401.013639,-0.000000,0.000000,1.649064,-0.000000,0.000000,132.912361,1.649064,132.912361,0.013252,68.162459
0.026831,0.013981,0.000000,0.000000,1401.013981,-0.000000,-0.000000,1.676366,0.000000,0.000000,134.006517,1.676366,134.006517,0.013282,67.835681
0.027034,0.014328,0.000000,-0.000000,1401.014328,0.000000,-0.000000,1.703850,-0.000000,-0.000000,134.899591,1.703850,134.899591,0.013313,67.508252
0.027238,0.014681,-0.000000,-0.000000,1401.014681,-0.000000,0.000000,1.731313,0.000000,-0.000000,134.801817,1.731313,134.801817,0.013345,67.182601
0.027442,0.015039,0.000000,0.000000,1401.015039,0.000000,-0.000000,1.758757,0.000000,0.000000,134.704038,1.758757,134.704038,0.013377,66.858734
0.027849,0.015767,-0.000000,0.000000,1401.015767,0.000000,-0.000000,1.813605,-0.000000,0.000000,134.508460,1.813605,134.508460,0.013442,66.216147
0.028257,0.016517,0.000000,0.000000,1401.016517,-0.000000,-0.000000,1.868373,0.000000,-0.000000,134.312863,1.868373,134.312863,0.013509,65.580769
0.028664,0.017289,-0.000000,0.000000,1401.017289,0.000000,0.000000,1.923061,0.000000,0.000000,134.117253,1.923061,134.117253,0.013578,64.952636
0.032739,0.026231,0.000000,0.000000,1401.026231,-0.000000,0.000000,2.465558,-0.000000,0.000000,132.160010,2.465558,132.160010,0.014340,59.072308
0.036814,0.037366,0.000000,-0.000000,1401.037366,0.000000,0.000000,3.000075,0.000000,0.000000,130.200315,3.000075,130.200315,0.015223,53.906647
0.040888,0.050663,0.000000,0.000000,1401.050663,0.000000,0.000000,3.526604,0.000000,0.000000,128.238987,3.526604,128.238987,0.016200,49.403946
0.073491,0.229605,0.000000,0.000000,1401.229605,0.000000,0.000000,7.450610,-0.000000,-0.000000,112.479992,7.450610,112.479992,0.025442,28.912823
0.074910,0.240296,0.000000,0.000000,1401.240296,0.000000,0.000000,7.610240,0.000000,-0.000000,112.382039,7.610240,112.382039,0.025861,28.401700
0.076330,0.251215,0.000000,0.000000,1401.251215,0.000000,0.000000,7.769966,0.000000,0.000000,112.614690,7.769966,112.614690,0.026282,27.906612
0.077750,0.262360,-0.000000,-0.000000,1401.262360,-0.000000,-0.000000,7.930023,-0.000000,0.000000,112.847403,7.930023,112.847403,0.026706,27.426191
0.080590,0.285334,0.000000,0.000000,1401.285334,0.000000,-0.000000,8.251127,0.000000,-0.000000,113.313020,8.251127,113.313020,0.027561,26.507081
0.083429,0.309222,-0.000000,0.000000,1401.309222,-0.000000,-0.000000,8.573554,-0.000000,-0.000000,113.779061,8.573554,113.779061,0.028427,25.640069
0.086269,0.334028,0.000000,0.000000,1401.334028,0.000000,0.000000,8.897305,0.000000,-0.000000,114.245279,8.897305,114.245279,0.029302,24.821232
0.114665,0.633653,-0.000000,0.000000,1401.633653,-0.000000,-0.000000,12.205916,0.000000,0.000000,118.787016,12.205916,118.787016,0.038503,18.631155
0.116678,0.658468,-0.000000,0.000000,1401.658468,0.000000,0.000000,12.444997,-0.000000,-0.000000,118.715365,12.444997,118.715365,0.039181,18.297283
0.118692,0.683763,0.000000,0.000000,1401.683763,0.000000,0.000000,12.683934,-0.000000,0.000000,118.643658,12.683934,118.643658,0.039860,17.974969
0.120705,0.709540,-0.000000,0.000000,1401.709540,-0.000000,0.000000,12.922727,-0.000000,-0.000000,118.571911,12.922727,118.571911,0.040539,17.663643
0.124732,0.762536,0.000000,-0.000000,1401.762536,-0.000000,0.000000,13.399878,0.000000,0.000000,118.428322,13.399878,118.428322,0.041901,17.071849
0.128758,0.817451,0.000000,0.000000,1401.817451,0.000000,0.000000,13.876451,-0.000000,0.000000,118.284520,13.876451,118.284520,0.043265,16.518002
0.132785,0.874284,-0.000000,0.000000,1401.874284,-0.000000,0.000000,14.352445,-0.000000,0.000000,118.140573,14.352445,118.140573,0.044631,15.998665
0.173051,1.547384,-0.000000,0.000000,1402.547384,-0.000000,-0.000000,19.080305,-0.000000,-0.000000,116.691292,19.080305,116.691292,0.058346,12.170819
0.213317,2.409674,0.000000,0.000000,1403.409674,0.000000,0.000000,23.749461,0.000000,0.000000,115.224774,23.749461,115.224774,0.072050,9.830207
0.253583,3.458776,-0.000000,-0.000000,1404.458776,-0.000000,0.000000,28.359226,-0.000000,-0.000000,113.741365,28.359226,113.741365,0.085661,8.256432
0.308388,5.181841,0.000000,0.000000,1406.181841,0.000000,0.000000,34.536683,0.000000,-0.000000,111.695126,34.536683,111.695126,0.103972,6.794925
0.309703,5.227447,0.000000,0.000000,1406.227447,0.000032,0.000101,34.683521,0.024529,0.076688,111.671766,34.683521,111.671795,0.104408,6.766426
0.311018,5.273246,0.000000,0.000000,1406.273246,0.000065,0.000202,34.830295,0.024732,0.077277,111.622245,34.830295,111.622275,0.104844,6.738005
0.313648,5.365229,0.000000,0.000001,1406.365229,0.000131,0.000408,35.123712,0.025390,0.079123,111.523257,35.123712,111.523288,0.105715,6.681540
0.316278,5.457984,0.000001,0.000003,1406.457984,0.000199,0.000620,35.416868,0.026551,0.082311,111.424129,35.416868,111.424162,0.106586,6.625348
0.318907,5.551509,0.000001,0.000004,1406.551509,0.000271,0.000843,35.709764,0.028221,0.086852,111.325016,35.709764,111.325053,0.107456,6.569406
0.342649,6.430701,0.000019,0.000058,1407.430701,0.001311,0.003901,38.349395,0.066766,0.190337,111.154064,38.349395,111.154247,0.115300,6.071074
0.366392,7.372535,0.000077,0.000225,1408.372535,0.003788,0.010805,40.989269,0.149186,0.410630,111.272987,40.989270,111.273844,0.123153,5.574926
0.390134,8.377080,0.000221,0.000629,1409.377080,0.008759,0.024366,43.632529,0.276999,0.751753,111.390796,43.632536,111.393677,0.131023,5.071370
0.413876,9.444415,0.000523,0.001464,1410.444415,0.017309,0.047479,46.278559,0.450858,1.215432,111.506185,46.278587,111.513720,0.138909,4.554324
0.428646,10.140144,0.000835,0.002317,1411.140144,0.024938,0.068017,47.926087,0.582123,1.565378,111.576101,47.926142,111.588600,0.143822,4.224251
0.443417,10.860216,0.001275,0.003514,1411.860216,0.034634,0.094065,49.574632,0.730730,1.961465,111.643890,49.574733,111.663510,0.148740,3.887192
0.458188,11.604644,0.001876,0.005141,1412.604644,0.046650,0.126294,51.224158,0.896109,2.402171,111.709033,51.224335,111.738451,0.153664,3.543148
0.472545,12.351618,0.002647,0.007226,1413.351618,0.060781,0.164155,52.828467,1.072234,2.871439,111.769296,52.828757,111.811316,0.158456,3.202365
0.486903,13.121632,0.003640,0.009906,1414.121632,0.077543,0.209025,54.433614,1.262602,3.378580,111.825847,54.434070,111.883998,0.163252,2.855995
0.498376,13.753544,0.004618,0.012540,1414.753544,0.092958,0.250260,55.716902,1.424229,3.809109,111.868185,55.717542,111.942077,0.167088,2.575777
0.509850,14.400182,0.005784,0.015677,1415.400182,0.110270,0.296552,57.000659,1.593553,4.260092,111.907546,57.001538,111.999940,0.170928,2.293262
0.521324,15.061553,0.007160,0.019376,1416.061553,0.129566,0.348125,58.284850,1.769814,4.729511,111.943710,58.286034,112.057551,0.174770,2.009233
0.539503,16.139654,0.009822,0.026523,1417.139654,0.164359,0.441078,60.320427,2.061288,5.505670,111.994163,60.322263,112.148356,0.180863,1.558032
0.557683,17.254770,0.013167,0.035496,1418.254770,0.204567,0.548451,62.356837,2.363998,6.311634,112.035705,62.359584,112.238248,0.186962,1.109673
0.575863,18.406914,0.017294,0.046555,1419.406914,0.250346,0.670655,64.393920,2.673503,7.135572,112.068210,64.397899,112.326967,0.193067,0.668969
0.594042,19.596096,0.022304,0.059972,1420.596096,0.301777,0.807903,66.431516,2.984880,7.964367,112.092151,66.437114,112.414371,0.199178,0.241507
0.609403,20.629758,0.027302,0.073349,1421.629758,0.349631,0.935577,68.153457,3.245461,8.657855,112.107233,68.160775,112.487880,0.204345,0.105093
0.624764,21.689872,0.033065,0.088768,1422.689872,0.401448,1.073792,69.875595,3.500138,9.335526,112.117942,69.884998,112.560365,0.209515,0.433836
0.640125,22.776441,0.039654,0.106389,1423.776441,0.457107,1.222235,71.597873,3.745335,9.987865,112.125545,71.609763,112.631802,0.214689,0.741069
0.655485,23.889467,0.047127,0.126366,1424.889467,0.516438,1.380444,73.320254,3.977524,10.605474,112.131691,73.335067,112.702320,0.219865,1.022749
0.678447,25.602552,0.060059,0.160927,1426.602552,0.611435,1.633712,75.895066,4.292838,11.443942,112.141854,75.915110,112.805974,0.227608,1.387928
0.695290,26.896789,0.070975,0.190089,1427.896789,0.685454,1.831021,77.784015,4.494198,11.979168,112.153365,77.808582,112.880803,0.233292,1.606991
0.712133,28.222844,0.083164,0.222646,1429.222844,0.762622,2.036698,79.673209,4.665718,12.434855,112.171498,79.702886,112.955033,0.238978,1.780015
0.725128,29.267668,0.093470,0.250168,1430.267668,0.823981,2.200222,81.131005,4.775401,12.726072,112.191542,81.165016,113.011944,0.243368,1.879773
0.738123,30.331438,0.104583,0.279839,1431.331438,0.886632,2.367175,82.589100,4.863834,12.960667,112.218016,82.627775,113.068647,0.247760,1.948799
0.751118,31.414159,0.116516,0.311697,1432.414159,0.950289,2.536796,84.047586,4.929946,13.135802,112.251804,84.091230,113.125245,0.252154,1.986259
0.764113,32.515835,0.129282,0.345773,1433.515835,1.014657,2.708298,85.506561,4.972969,13.249434,112.293579,85.555458,113.181826,0.256551,1.991748
0.779392,33.835323,0.145365,0.388698,1434.835323,1.090834,2.911246,87.222638,4.993409,13.302760,112.353362,87.278026,113.248291,0.261722,1.957354
0.794670,35.181037,0.162614,0.434729,1436.181037,1.167076,3.114351,88.939714,4.981219,13.269198,112.424773,89.001877,113.314667,0.266898,1.879737
0.809948,36.552993,0.181025,0.483857,1437.552993,1.242887,3.316291,90.657968,4.937179,13.150845,112.507413,90.727117,113.380944,0.272076,1.761005
0.825226,37.951210,0.200588,0.536053,1438.951210,1.317790,3.515798,92.377565,4.862872,12.951930,112.600231,92.453836,113.446956,0.277259,1.604315
0.840504,39.375711,0.221285,0.591270,1440.375711,1.391340,3.711687,94.098647,4.760652,12.678735,112.701528,94.182099,113.512328,0.282446,1.413828
0.864520,41.668108,0.256054,0.684017,1442.668108,1.503280,4.009791,96.807329,4.551498,12.120357,112.873415,96.901998,113.613499,0.290606,1.058789
0.888536,44.025607,0.293447,0.783752,1445.025607,1.609629,4.292979,99.520247,4.297494,11.442754,113.052975,99.625800,113.711830,0.298776,0.657712
0.906609,45.842658,0.323228,0.863177,1446.842658,1.685432,4.494808,101.564615,4.088816,10.886306,113.187490,101.677997,113.783293,0.304930,0.342972
0.924681,47.696677,0.354345,0.946158,1448.696677,1.757403,4.686421,103.611387,3.875671,10.318109,113.318028,103.732206,113.852798,0.311089,0.031534
0.942754,49.587707,0.386728,1.032510,1450.587707,1.825555,4.867855,105.660462,3.668128,9.764973,113.441958,105.788289,113.920533,0.317252,0.261662
0.957528,51.161130,0.414094,1.105479,1452.161130,1.878561,5.008959,107.337179,3.509728,9.342891,113.537255,107.470408,113.975068,0.322294,0.479666
0.972302,52.759336,0.442226,1.180488,1453.759336,1.929336,5.144120,109.015260,3.367071,8.962812,113.626639,109.153613,114.029305,0.327338,0.670606
0.987076,54.382343,0.471093,1.257454,1455.382343,1.978149,5.274053,110.694616,3.244890,8.637337,113.709921,110.837839,114.083650,0.332384,0.828669
1.001850,56.030170,0.500669,1.336306,1457.030170,2.025333,5.399649,112.375157,3.147321,8.377461,113.787093,112.523038,114.138468,0.337434,0.949071
1.016624,57.702833,0.530932,1.416988,1458.702833,2.071278,5.521943,114.056795,3.077609,8.191813,113.858607,114.209170,114.194395,0.342486,1.028304
1.036877,60.036176,0.573509,1.530493,1461.036176,2.133035,5.686323,116.363685,3.031204,8.068267,113.947585,116.522063,114.273082,0.349416,1.066593
1.057130,62.416257,0.617330,1.647312,1463.416257,2.194449,5.849792,118.672273,3.043507,8.101059,114.026615,118.836628,114.354532,0.356351,1.023617
1.077383,64.843110,0.662402,1.767457,1465.843110,2.256697,6.015480,120.982356,3.112268,8.284152,114.095145,121.152834,114.437824,0.363292,0.905298
1.093378,66.792832,0.698899,1.864744,1467.792832,2.307159,6.149801,122.807702,3.202088,8.523264,114.142008,122.983230,114.504574,0.368779,0.766370
1.109373,68.771756,0.736217,1.964213,1469.771756,2.359272,6.288514,124.633747,3.317760,8.831141,114.182435,124.814592,114.571484,0.374268,0.596083
1.125368,70.779893,0.774383,2.065943,1471.779893,2.413399,6.432587,126.460389,3.452793,9.190485,114.216763,126.646882,114.637933,0.379762,0.404252
1.141363,72.817251,0.813434,2.170025,1473.817251,2.469791,6.582688,128.287535,3.599636,9.581176,114.245672,128.480050,114.703225,0.385259,0.201908
1.157358,74.883838,0.853405,2.276558,1475.883838,2.528572,6.739144,130.115112,3.749961,9.981032,114.270888,130.314052,114.767238,0.390759,-0.000000
1.173354,76.979661,0.894336,2.385645,1477.979661,2.589730,6.901920,131.943075,3.895337,10.367603,114.294503,132.148849,114.829849,0.396263,0.187214
1.189349,79.104725,0.936263,2.497384,1480.104725,2.653118,7.070627,133.771415,4.027627,10.719230,114.318464,133.984418,114.890534,0.401770,0.351794
1.205344,81.259037,0.979220,2.611864,1482.259037,2.718468,7.244547,135.600156,4.139546,11.016523,114.344768,135.820749,114.948795,0.407280,0.483352
1.221339,83.442603,1.023236,2.729161,1484.442603,2.785405,7.422681,137.429362,4.225230,11.243883,114.377251,137.657852,115.006230,0.412793,0.574740
1.241587,86.248734,1.080507,2.881775,1487.248734,2.871701,7.652314,139.745793,4.289694,11.414459,114.430752,139.984610,115.078618,0.419776,0.626087
1.261835,89.101780,1.139534,3.039065,1490.101780,2.958774,7.883997,142.063458,4.301826,11.445658,114.499693,142.312817,115.150721,0.426765,0.603983
1.282083,92.001769,1.200324,3.201043,1493.001769,3.045576,8.114935,144.382678,4.263773,11.343249,114.583370,144.642612,115.222384,0.433758,0.514622
1.297975,94.310733,1.249260,3.331430,1495.310733,3.112889,8.294006,146.204184,4.203707,11.182506,114.656903,146.472332,115.277600,0.439251,0.406249
1.313867,96.648653,1.299257,3.464640,1497.648653,3.179077,8.470068,148.026899,4.123460,10.968093,114.734996,148.303107,115.331788,0.444747,0.274389
1.329758,99.015550,1.350295,3.600619,1500.015550,3.243877,8.642423,149.850874,4.030410,10.719670,114.815007,150.134934,115.384754,0.450246,0.130103
1.345650,101.411442,1.402351,3.739305,1502.411442,3.307151,8.810706,151.676117,3.932846,10.459316,114.894304,151.967793,115.436414,0.455748,0.012967
1.361542,103.836351,1.455400,3.880633,1504.836351,3.368895,8.974906,153.502601,3.839263,10.209654,114.970801,153.801647,115.487064,0.461253,0.147609
1.377434,106.290295,1.509418,4.024539,1507.290295,3.429237,9.135367,155.330267,3.757725,9.992147,115.042966,155.636456,115.537212,0.466761,0.259106
1.399511,109.747594,1.586034,4.228637,1510.747594,3.511208,9.353356,157.871121,3.676088,9.777132,115.134241,158.186929,115.607090,0.474418,0.361889
1.417782,112.651330,1.650800,4.401160,1513.651330,3.578041,9.531095,159.975398,3.645923,9.695612,115.201120,160.299008,115.665880,0.480759,0.392791
1.436053,115.593524,1.716784,4.576923,1516.593524,3.644651,9.708226,162.080822,3.651797,9.709452,115.259861,162.412210,115.725730,0.487104,0.373538
1.451170,118.056745,1.772295,4.724786,1519.056745,3.700064,9.855538,163.823596,3.683507,9.790912,115.325422,164.161483,115.798891,0.492357,0.323443
1.466286,120.546317,1.828648,4.874888,1521.546317,3.756118,10.004494,165.567341,3.735915,9.925159,115.390944,165.911853,115.877244,0.497613,0.248636
1.481402,123.062255,1.885856,5.027258,1524.062255,3.813091,10.155799,167.312099,3.804090,10.098618,115.453555,167.663408,115.956788,0.502874,0.157064
1.496518,125.604575,1.943933,5.181936,1526.604575,3.871175,10.309921,169.057810,3.881811,10.294744,115.514449,169.416125,116.037227,0.508139,0.058046
1.511635,128.173290,2.002897,5.338967,1529.173290,3.930463,10.467065,170.804409,3.962126,10.495251,115.573853,171.169957,116.117028,0.513408,0.039098
1.526751,130.768414,2.062766,5.498396,1531.768414,3.990941,10.627157,172.551890,4.038108,10.682005,115.633674,172.924893,116.196205,0.518680,0.124333
1.544049,133.770590,2.132411,5.683837,1534.770590,4.061459,10.813541,174.552762,4.111743,10.858182,115.705032,174.934545,116.286117,0.524719,0.197940
1.561348,136.807390,2.203286,5.872525,1537.807390,4.133078,11.002497,176.554926,4.164182,10.976704,115.781953,176.945695,116.375638,0.530764,0.238266
1.578646,139.878835,2.275407,6.064497,1540.878835,4.205387,11.192926,178.558487,4.191173,11.027462,115.865895,178.958376,116.464915,0.536813,0.242020
1.595944,142.984951,2.348781,6.259767,1543.984951,4.277934,11.383632,180.563561,4.192086,11.009944,115.956838,180.972615,116.553768,0.542868,0.211131
1.613243,146.125766,2.423409,6.458330,1547.125766,4.350290,11.573501,182.570257,4.170005,10.933297,116.053663,182.988442,116.642096,0.548928,0.152379
1.630541,149.301308,2.499284,6.660164,1550.301308,4.422107,11.761649,184.578665,4.131194,10.814766,116.154236,185.005878,116.729741,0.554993,0.076272
1.647840,152.511608,2.576396,6.865233,1553.511608,4.493167,11.947541,186.588829,4.084115,10.677022,116.256037,187.024927,116.816716,0.561064,-0.000000
1.665138,155.756695,2.654729,7.073497,1556.756695,4.563407,12.131060,188.600747,4.038125,10.544708,116.356544,189.045574,116.903133,0.567140,0.076221
1.682436,159.036601,2.734271,7.284917,1560.036601,4.632924,12.312501,190.614380,4.001953,10.440393,116.454031,191.067798,116.989567,0.573221,0.129652
1.701530,162.697327,2.823457,7.521904,1563.697327,4.709096,12.511133,192.838882,3.981454,10.378009,116.556503,193.301677,117.085325,0.579940,0.157847
1.717107,165.715341,2.897294,7.718049,1566.715341,4.771103,12.672710,194.655115,3.983037,10.375702,116.635671,195.125536,117.163986,0.585426,0.154922
1.732684,168.761655,2.972098,7.916713,1569.761655,4.833267,12.834596,196.472549,4.001072,10.416293,116.710779,196.950628,117.242969,0.590916,0.130777
1.748261,171.836289,3.047872,8.117905,1572.836289,4.895827,12.997409,198.291125,4.033131,10.492776,116.782321,198.776941,117.322099,0.596410,0.090390
1.763838,174.939259,3.124626,8.321644,1575.939259,4.958968,13.161620,200.110784,4.074879,10.593300,116.849722,200.604450,117.399661,0.601909,0.040745
1.779415,178.070582,3.202369,8.527953,1579.070582,5.022800,13.327489,201.931462,4.120761,10.703032,116.913141,202.433114,117.474329,0.607412,0.008681
1.794992,181.230274,3.281111,8.736859,1582.230274,5.087342,13.495043,203.753124,4.165012,10.806838,116.976465,204.262901,117.548409,0.612919,0.053499
1.810569,184.418350,3.360864,8.948388,1585.418350,5.152526,13.664077,205.575776,4.202345,10.891089,117.041302,206.093802,117.622030,0.618430,0.084569
1.826147,187.634825,3.441636,9.162558,1588.634825,5.218210,13.834203,207.399456,4.228816,10.945893,117.108764,207.925827,117.695191,0.623945,0.098706
1.841724,190.879716,3.523435,9.379384,1591.879716,5.284208,14.004919,209.224216,4.242461,10.966664,117.179433,209.758988,117.767932,0.629464,0.095001
1.857301,194.153040,3.606262,9.598871,1595.153040,5.350317,14.175695,211.050103,4.243510,10.954605,117.253145,211.593294,117.840192,0.634987,0.075519
1.872878,197.454816,3.690119,9.821015,1598.454816,5.416358,14.346065,212.877157,4.234275,10.916305,117.329233,213.428748,117.912016,0.640514,0.044788
1.888455,200.785061,3.775004,10.045807,1601.785061,5.482198,14.515698,214.705406,4.218660,10.862363,117.406412,215.265351,117.983277,0.646046,0.007749
1.904032,204.143794,3.860911,10.273235,1605.143794,5.547776,14.684450,216.534857,4.201460,10.805514,117.483393,217.103098,118.054052,0.651581,0.023353
1.919609,207.531034,3.947839,10.503285,1608.531034,5.613104,14.852374,218.365500,4.187431,10.758146,117.559167,218.941982,118.124638,0.657120,0.049733
1.935186,210.946799,4.035782,10.735946,1611.946799,5.678264,15.019701,220.197307,4.180451,10.730131,117.632805,220.781992,118.195130,0.662663,0.063995
1.950763,214.391107,4.124740,10.971210,1615.391107,5.743387,15.186783,222.030241,4.182832,10.727096,117.703818,222.623118,118.265614,0.668210,0.064751
1.966340,217.863976,4.214713,11.209078,1618.863976,5.808625,15.354022,223.864260,4.194956,10.749547,117.772165,224.465349,118.336103,0.673762,0.053092
1.981917,221.365421,4.305704,11.449555,1622.365421,5.874120,15.521784,225.699323,4.215288,10.793010,117.837957,226.308673,118.406257,0.679317,0.032366
1.997495,224.895459,4.397718,11.692650,1625.895459,5.939977,15.690338,227.535399,4.240782,10.849175,117.902310,228.153079,118.476342,0.684876,0.006348
2.013072,228.454106,4.490761,11.938379,1629.454106,6.006247,15.859800,229.372469,4.267564,10.907747,117.965994,229.998561,118.546053,0.690439,0.013997
2.028649,232.041377,4.584840,12.186754,1633.041377,6.072919,16.030129,231.210534,4.291775,10.958678,118.030086,231.845113,118.615400,0.696006,0.031585
2.048184,236.580723,4.704298,12.502005,1637.580723,6.157001,16.244680,233.517124,4.313994,11.000297,118.113716,234.162434,118.703272,0.702994,0.039972
2.063458,240.161172,4.798842,12.751405,1641.161172,6.222975,16.412813,235.321677,4.323427,11.011786,118.182632,235.975417,118.773255,0.708461,0.035689
2.078732,243.769190,4.894395,13.003374,1644.769190,6.289039,16.580981,237.127297,4.326273,11.006203,118.253089,237.789478,118.842947,0.713933,0.023731
2.094005,247.404795,4.990956,13.257910,1648.404795,6.355107,16.748960,238.934005,4.324406,10.988746,118.324543,239.604620,118.912365,0.719408,0.006318
2.109279,251.068004,5.088526,13.515010,1652.068004,6.421126,16.916628,240.741807,4.320559,10.966736,118.396261,241.420838,118.981558,0.724888,0.005063
2.124553,254.758833,5.187104,13.774667,1655.758833,6.487091,17.083974,242.550701,4.317668,10.947869,118.467493,243.238128,119.050598,0.730371,0.019462
2.139826,258.477299,5.286690,14.036879,1659.477299,6.553034,17.251097,244.360672,4.318203,10.938471,118.537444,245.056484,119.119363,0.735858,0.026326
2.157673,262.857141,5.404326,14.346491,1663.857141,6.630147,17.446325,246.476858,4.325106,10.944234,118.617509,247.182472,119.199817,0.742274,0.025301
2.172119,266.430125,5.500557,14.599663,1667.430125,6.692698,17.604539,248.190866,4.335731,10.962019,118.680885,248.904435,119.264902,0.747472,0.018341
2.186565,270.027876,5.597692,14.855123,1671.027876,6.755431,17.763081,249.905781,4.349800,10.988527,118.743165,250.627337,119.329827,0.752673,0.007424
2.201011,273.650407,5.695735,15.112876,1674.650407,6.818382,17.922043,251.621591,4.365582,11.019093,118.804935,252.351174,119.394687,0.757878,-0.000000
2.215457,277.297731,5.794690,15.372929,1678.297731,6.881562,18.081445,253.338291,4.381102,11.048516,118.866533,254.075942,119.459267,0.763086,0.008308
2.229903,280.969861,5.894559,15.635287,1681.969861,6.944954,18.241236,255.055884,4.394629,11.072346,118.928577,255.801640,119.523705,0.768298,0.013862
2.244349,284.666810,5.995344,15.899956,1685.666810,7.008519,18.401312,256.774378,4.405061,11.087847,118.991316,257.528268,119.587952,0.773513,0.014421
2.258795,288.388590,6.097049,16.166939,1689.388590,7.072209,18.561546,258.493785,4.412119,11.094475,119.054812,259.255827,119.652006,0.778731,0.010537
2.273241,292.135216,6.199675,16.436236,1693.135216,7.135980,18.721819,260.214113,4.416355,11.093853,119.118930,260.984316,119.715902,0.783954,0.000656
2.287687,295.906701,6.303222,16.707849,1696.906701,7.199798,18.882048,261.935369,4.418957,11.089212,119.183150,262.713735,119.779469,0.789179,0.000000
2.302133,299.703057,6.407692,16.981776,1700.703057,7.263651,19.042205,263.657553,4.421428,11.084539,119.247302,264.444080,119.842960,0.794408,0.004890
2.316579,303.524299,6.513084,17.258017,1704.524299,7.327546,19.202315,265.380660,4.425153,11.083410,119.310983,266.175350,119.906358,0.799641,0.009460
2.331025,307.370439,6.619400,17.536570,1708.370439,7.391508,19.362444,267.104614,4.430662,11.087157,119.363094,267.907472,119.958760,0.804877,0.009929
2.346977,311.646397,6.737871,17.846844,1712.646397,7.462252,19.539384,269.009125,4.439512,11.098552,119.418526,269.821019,120.015297,0.810662,0.006449
2.362928,315.952743,6.857471,18.159943,1716.952743,7.533156,19.716555,270.914484,4.450673,11.115835,119.472828,271.735439,120.071341,0.816451,0.000000
2.378880,320.289489,6.978205,18.475870,1721.289489,7.604247,19.894025,272.820689,4.462815,11.135412,119.526232,273.650736,120.126742,0.822243,-0.000000
2.394832,324.656648,7.100073,18.794631,1725.656648,7.675526,20.071791,274.727655,4.473923,11.152082,119.565361,275.566825,120.167635,0.828038,0.000000
2.410783,329.054229,7.223081,19.116229,1730.054229,7.746956,20.249756,276.634857,4.481263,11.159008,119.545991,277.483174,120.149278,0.833835,0.000775
2.426735,333.482231,7.347228,19.440667,1734.482231,7.818487,20.427786,278.541755,4.486425,11.160202,119.526472,279.399235,120.130161,0.839633,-0.000000
2.442687,337.940649,7.472517,19.767944,1738.940649,7.890080,20.605784,280.448194,4.489801,11.156816,119.506669,281.314843,120.110269,0.845430,0.000000
2.458638,342.429474,7.598949,20.098061,1743.429474,7.961719,20.783707,282.354289,4.492384,11.151521,119.486251,283.230111,120.089559,0.851226,0.000000
2.474590,346.948703,7.726523,20.431015,1747.948703,8.033403,20.961557,284.260124,4.495335,11.147351,119.464844,285.145122,120.067983,0.857023,0.000000
2.492439,352.041372,7.870624,20.806924,1753.041372,8.113681,21.160513,286.392243,4.500105,11.146655,119.439578,287.287514,120.042957,0.863510,0.000000
2.510287,357.172093,8.016159,21.186385,1758.172093,8.194059,21.359497,288.523876,4.506719,11.150800,119.412951,289.429435,120.017097,0.869996,0.000000
2.528136,362.340856,8.163130,21.569399,1763.340856,8.274565,21.558580,290.654974,4.514551,11.158043,119.385160,291.570840,119.990414,0.876482,0.000000
2.545984,367.547653,8.311539,21.955966,1768.547653,8.355212,21.757796,292.785551,4.522371,11.165136,119.356092,293.711746,119.962448,0.882967,0.000000
2.563833,372.792473,8.461388,22.346091,1773.792473,8.435989,21.957116,294.915622,4.529062,11.169202,119.326444,295.852167,119.933580,0.889452,0.000000
